instance	k	algorithm	evaluations	value	time	steps
G48.5-3	3	EBF	6721	330.0	1.743971824645996	29
G48.5-3	3	EBF	5824	326.0	1.2836387157440186	30
G48.5-3	3	EBF	4304	326.0	1.440990686416626	24
G48.5-3	3	EBF	5653	326.0	1.4154038429260254	29
G48.5-3	3	EBF	3165	332.0	0.8029215335845947	32
G48.5-3	3	EBF	2690	336.0	0.6773858070373535	31
G48.5-3	3	EBF	4681	324.0	1.2791070938110352	39
G48.5-3	3	EBF	3600	328.0	1.4635415077209473	35
G48.5-3	3	EG	9997	330.0	2.2855241298675537	11
G48.5-3	3	EG	9997	333.0	2.7070014476776123	11
G48.5-3	3	EG	9997	325.0	2.105015754699707	11
G48.5-3	3	EG	13842	326.0	2.6579997539520264	16
G48.5-3	3	EG	9997	331.0	2.326997756958008	11
G48.5-3	3	EG	10766	327.0	2.078997850418091	12
G48.5-3	3	EG	13842	323.0	3.0040009021759033	16
G48.5-3	3	EG	13842	323.0	2.55199933052063	16
G48.5-3	3	EG	10766	325.0	2.2769978046417236	12
G48.5-3	3	EG	12304	323.0	2.4119908809661865	14
G48.5-3	3	ES	6632	323.0	1.3493626117706299	33
G48.5-3	3	ES	6342	323.0	1.3755767345428467	31
