instance	k	algorithm	evaluations	value	time	steps
G62.04	3	EG	22508	22.0	1.2719957828521729	15
G62.04	3	ES	38024	21.0	1.782221794128418	35
G62.04	3	ES	10484	25.0	0.46399855613708496	25
G62.04	3	ES	3873	24.0	0.16000151634216309	26
G62.04	3	ES	3899	25.0	0.15999054908752441	23
G62.04	3	ES	13104	23.0	0.5120029449462891	27
G62.04	3	ES	5819	23.0	0.24799895286560059	27
G62.04	3	ES	5137	22.0	0.21068382263183594	22
G62.04	3	ES	44110	57.0	2.313889503479004	7
G62.04	3	ES	8199	29.0	0.3600189685821533	21
G62.04	3	ES	12670	25.0	0.5359740257263184	27
G62.04	3	EPNES	5711	26.0	0.2799975872039795	30
G62.04	3	EPNES	4203	24.0	0.21598005294799805	24
G62.04	3	EPNES	5389	24.0	0.25599193572998047	28
G62.04	3	EPNES	5907	24.0	0.2960047721862793	28
G62.04	3	EPNES	8551	24.0	0.399996280670166	24
G62.04	3	EPNES	5746	25.0	0.2787766456604004	27
G62.04	3	EPNES	3224	25.0	0.17597746849060059	22
G62.04	3	EPNES	6761	24.0	0.28799891471862793	22
G62.04	3	EPNES	8747	21.0	0.3999950885772705	32
G62.04	3	EPNES	4350	24.0	0.21602511405944824	28
G62.04	4	BF	4937	27.0	0.19143271446228027	29
G62.04	4	BF	10128	26.0	0.4160013198852539	39
G62.04	4	BF	9438	27.0	0.4640016555786133	27
G62.04	4	BF	6767	32.0	0.37882399559020996	28
G62.04	4	BF	6827	31.0	0.5372729301452637	28
G62.04	4	BF	7256	30.0	0.4799988269805908	38
G62.04	4	BF	7816	30.0	0.3700900077819824	35
G62.04	4	BF	8003	30.0	0.3829200267791748	27
G62.04	4	BF	10890	25.0	0.5280201435089111	42
G62.04	4	BF	6823	30.0	0.597846269607544	33
